0,1,2,3,4,5,6,Amplitude(4)
51.86384753692302,88.9971068355322,154.04813992406577,118.64548532817308,67.32553370598949,56.38619304456423,53.929354222726566,0.18389422817307177
72.65308768450302,75.62309947511956,81.55626619614038,78.06639157673617,63.662090075886915,48.716270626123894,48.42633629352679,0.17727877673616274
50.00348535125261,56.5734803299412,120.81125985903167,161.65507546090612,95.89988892839385,63.04394686352042,61.29692666744897,1.1046550609061152
66.54532514082597,86.88895581477578,99.10162159689864,100.49215870480863,257.87541003371854,291.8371504736871,163.3267041470394,0.7743414048086372
99.22662092927037,65.70038952565262,51.797902299776126,51.168603070755836,54.70425173117106,61.94708022665532,94.18802490081852,0.049013470755835474
100.78117710936218,77.577994597068,88.04489292543377,118.19551149964254,84.83804793605194,60.541976101533116,51.64712874112648,2.2747118996425417
48.31724852170401,47.56065971362603,51.02063777007082,50.86142699206493,64.81177716615872,115.91046810139802,99.21249477089792,0.7474697920649265
94.82825451199061,127.78205213172731,132.44351098898946,113.11083549233045,114.63693153441939,150.43754855943317,120.3192553867937,2.292187092330453
121.4142052300174,126.15852842376977,97.26254307727142,90.71445132721858,71.63315110003433,55.96977552533419,65.17476621227664,0.2964417272185854
76.27279276936605,61.061252438852264,51.67552274731286,49.20336628994212,49.939779851564424,50.1345746196885,56.53829322463509,0.05943428994211574
103.86103265981156,162.03631761465635,114.226896432668,68.21438210962879,56.25167252589887,57.291034800772415,72.87273350908373,0.3888807096287959
69.35743213259718,55.67665655191503,53.19999825055129,75.20849248609066,147.79491121465549,169.17368360765636,120.30752531867077,0.7088800860906636
72.67092654914877,55.83461444238713,56.15666324397688,90.57056301593869,110.29152803097367,82.9037090894767,139.4173126052356,0.3884179159386928
229.04425285586714,209.9113356113614,115.31228429053357,72.82209534478463,81.0929917981421,80.1076978151009,63.71160109987151,0.05016784478462061
53.83064648357689,67.20208929240444,102.73424397723868,87.81746643600256,60.603539606994204,55.16820271542495,58.00714525366724,0.6546691360025737
57.24926102608086,55.00029837149709,49.19474864330799,50.65864682613022,48.00536109018664,50.85687760715866,48.11934819860809,0.65651392613022
49.39767516839727,49.056074237446005,48.756727743552844,49.33298550934886,49.71200195823608,73.98723866816512,114.77844640237574,0.20262140934886044
96.54029211516107,63.49750760080892,53.82373829955841,49.049165676949485,51.44828740660798,55.79096420652025,52.98192401752809,1.2419774769494836
52.0005117707815,50.19128190409963,46.67320068803792,50.95794943599757,52.79931737184028,52.555963006228694,50.578679318326486,0.31123183599756993
47.84615678903017,49.22502601551058,53.09176710592013,52.634359356792814,53.069933919070486,51.66929471635465,49.633004197408916,0.9413641567928132
51.91306946397191,50.0667815120535,48.68959915359734,49.135920269710894,47.32185364968683,50.241412755781276,52.89731698703642,0.09826266971089467
48.17049827181217,50.222890827479695,74.58954678803757,191.71173781423943,269.2812748936182,160.48478417891144,84.43355174726898,0.2244710142394462
73.46170932564846,68.99730424056106,62.19256122025779,61.32500223636858,54.13105504590448,48.342987253640096,50.295459575667486,0.8170854363685867
50.7767787243457,48.89826156999805,49.5813009724798,63.35678974875577,120.95356288901276,157.11054510334245,104.9324161636699,1.2553969487557712
69.22448667885456,58.87416561441658,55.993135928407135,76.89665671796932,134.31375764811244,170.63398777471446,106.72235488052546,1.1926586179693197
63.010849082210655,60.97841221604363,70.74287305157439,67.26948295972416,82.62102327925453,134.39233222657643,117.902632272871,0.10339455972414831
68.83132335947194,75.9461734787968,147.04184737513998,142.98554225863472,80.57180980302795,58.41528605618922,51.89715988713579,0.9183798586347206
55.847512780443274,66.55181385434074,61.170512475042784,55.96270900597815,51.74868027982633,48.65396465070675,49.12208772382755,3.393248405978152
52.64933099475598,52.854351890295234,51.54897401289354,55.3605377727139,55.986270730140944,79.19366093004223,121.44034694480612,0.9025501727138974
106.15240426661902,66.39076163426971,55.585347953225146,69.37682464973453,73.5923199926256,63.515568988396105,64.23425089998247,0.15914144973453637
58.36709315243284,54.35784708042327,68.04490743459498,73.11328667503781,58.84407657664002,52.12704303233927,51.50087305227057,0.07172017503781354
47.266356159503,51.08918662284719,50.96390726930282,55.14306283972928,65.64682735285629,59.34187934391547,52.13861956818503,0.4235895397292878
52.153811481976796,87.53707210230148,193.43123418828475,176.75706908719346,196.1227227656814,191.96712254272452,100.03571059151707,0.6936621871934732
67.96061887505044,92.31201444100685,111.77338514729401,83.34082794175758,56.06014729387494,53.00368511703886,54.813907272976486,0.3852018417575803
51.64321819094977,50.09015360560357,53.81488637310675,68.24946635040448,104.45224090094209,87.38371181683165,60.320565820574586,0.8676627504044742
